#    iq    q_x        q_y      q_x          qw       Re(S_xx)        Re(S_yy)        Re(S_zz)         |S|      
  11741  0.051408  0.047945  0.068298        1    1.22652561E-06  2.45963530E-07  4.31156138E-07  1.32316241E-06
  11742  0.059317  0.047945  0.068298        1    1.44462413E-06  2.49529260E-07  5.37926297E-07  1.56159163E-06
  11743  0.067226  0.047945  0.068298        1    1.43686060E-07  7.75278551E-07  1.37102853E-07  8.00312256E-07
  11744  0.075135  0.047945  0.068298        1    4.04752066E-07  6.35557986E-07  1.18725103E-06  1.40617325E-06
  11745  0.083044  0.047945  0.068298        1    7.16267243E-07  4.07576726E-06  3.28444142E-08  4.13835671E-06
  11746  0.090952  0.047945  0.068298        1    1.20542990E-06  2.09943768E-07  1.54987158E-07  1.23335260E-06
  11747  0.098861  0.047945  0.068298        1    3.38891401E-08  3.19843195E-07  3.94272162E-07  5.08820873E-07
  11748  0.106770  0.047945  0.068298        1    1.22411728E-06  1.84559632E-07  1.21514259E-07  1.24390156E-06
  11749  0.114679  0.047945  0.068298        1    1.42577715E-07  4.27757672E-07  1.61435295E-07  4.78922108E-07
  11750  0.122588  0.047945  0.068298        1    9.54384903E-08  6.95067810E-07  5.76574723E-08  7.03954650E-07
  11751 -0.063271  0.054795  0.068298        1    1.21091306E-08  2.71598818E-07  3.53336948E-07  4.45824571E-07
  11752 -0.055362  0.054795  0.068298        1    3.34665175E-08  1.73539646E-07  7.07363229E-07  7.29108192E-07
  11753 -0.047453  0.054795  0.068298        1    6.48509838E-07  4.69457985E-08  9.56275110E-07  1.15638705E-06
  11754 -0.039545  0.054795  0.068298        1    8.60020191E-07  9.69641052E-08  1.58082478E-07  8.79787950E-07
  11755 -0.031636  0.054795  0.068298        1    1.63577714E-07  9.44453067E-08  4.89616156E-07  5.24787161E-07
  11756 -0.023727  0.054795  0.068298        1    1.26246710E-06  4.26137577E-07  2.85968894E-07  1.36278928E-06
  11757 -0.015818  0.054795  0.068298        1    1.52798693E-07  2.99154603E-07  3.33589118E-08  3.37570339E-07
  11758 -0.007909  0.054795  0.068298        1    2.23958095E-06  7.40946716E-07  1.18997671E-06  2.64211458E-06
  11759 -0.000000  0.054795  0.068298        1    1.23112428E-06  1.21209651E-06  2.55569320E-06  3.08486834E-06
  11760  0.007909  0.054795  0.068298        1    8.28227423E-07  8.98236840E-08  2.45608219E-07  8.68534603E-07
  11761  0.015818  0.054795  0.068298        1    4.78713070E-08  6.41332966E-07  4.83309130E-07  8.04479553E-07
  11762  0.023727  0.054795  0.068298        1    4.17993616E-07  4.21214801E-07  4.73759697E-07  7.59334460E-07
  11763  0.031636  0.054795  0.068298        1    5.65425886E-08  4.31915556E-09  5.46969577E-07  5.49901298E-07
  11764  0.039545  0.054795  0.068298        1    7.74706028E-07  3.24186562E-07  1.75475437E-07  8.57938218E-07
  11765  0.047453  0.054795  0.068298        1    9.18304696E-08  8.33598534E-07  7.87946394E-07  1.15072971E-06
  11766  0.055362  0.054795  0.068298        1    1.47861547E-07  1.47388956E-06  1.41394365E-07  1.48802077E-06
  11767  0.063271  0.054795  0.068298        1    2.37383291E-07  4.31830676E-07  5.40798455E-07  7.31636199E-07
  11768  0.071180  0.054795  0.068298        1    9.85115179E-07  6.86095497E-07  9.36865867E-07  1.52279237E-06
  11769  0.079089  0.054795  0.068298        1    6.33499171E-07  4.11085458E-07  6.09452237E-08  7.57645546E-07
  11770  0.086998  0.054795  0.068298        1    1.98258532E-07  2.96610801E-08  4.37432309E-07  4.81179020E-07
  11771  0.094907  0.054795  0.068298        1    6.32343116E-07  4.70631649E-08  3.35942351E-07  7.17586246E-07
  11772  0.102816  0.054795  0.068298        1    3.95068718E-07  7.50276983E-07  1.02722815E-06  1.33198818E-06
  11773  0.110725  0.054795  0.068298        1    2.02062433E-06  4.37024891E-07  1.55614378E-08  2.06740310E-06
  11774  0.118634  0.054795  0.068298        1    1.74070551E-07  4.64842372E-07  4.60342201E-07  6.76974098E-07
  11775  0.126543  0.054795  0.068298        1    3.99256474E-07  1.68785315E-07  6.42375452E-07  7.74945440E-07
  11776 -0.059317  0.061644  0.068298        1    3.86089816E-07  3.56329781E-09  4.71830150E-07  6.09673465E-07
  11777 -0.051408  0.061644  0.068298        1    9.28369607E-07  3.14057754E-07  1.37066329E-07  9.89590611E-07
  11778 -0.043499  0.061644  0.068298        1    3.90310987E-07  8.60998991E-07  4.30684471E-07  1.03882195E-06
  11779 -0.035590  0.061644  0.068298        1    7.19452466E-07  3.77024348E-07  9.84113564E-09  8.12315245E-07
  11780 -0.027681  0.061644  0.068298        1    1.31279319E-06  2.81036097E-07  4.68292839E-07  1.42186688E-06
  11781 -0.019772  0.061644  0.068298        1    6.85580234E-07  3.09133675E-07  1.74329227E-06  1.89859207E-06
  11782 -0.011863  0.061644  0.068298        1    2.11427460E-07  4.33890737E-07  2.52459214E-07  5.44700282E-07
  11783 -0.003954  0.061644  0.068298        1    8.35758809E-07  8.30655122E-07  7.04335597E-07  1.37279618E-06
  11784  0.003954  0.061644  0.068298        1    1.32500773E-07  5.24668242E-08  6.79038810E-08  1.57861204E-07
  11785  0.011863  0.061644  0.068298        1    8.49426588E-07  1.59316798E-06  3.48659901E-07  1.83882394E-06
  11786  0.019772  0.061644  0.068298        1    2.54955096E-07  1.84224209E-08  5.50654806E-07  6.07093240E-07
  11787  0.027681  0.061644  0.068298        1    2.56407396E-07  4.09079345E-07  9.09339631E-07  1.02955778E-06
  11788  0.035590  0.061644  0.068298        1    3.84138623E-07  5.06728114E-08  3.11279461E-07  4.97016215E-07
  11789  0.043499  0.061644  0.068298        1    8.29382761E-07  6.68231079E-07  1.25076235E-06  1.64280705E-06
  11790  0.051408  0.061644  0.068298        1    3.97906496E-07  6.81250032E-07  1.23692819E-07  7.98580678E-07
  11791  0.059317  0.061644  0.068298        1    6.98376359E-07  3.20069408E-07  7.74454004E-07  1.09084965E-06
  11792  0.067226  0.061644  0.068298        1    6.27989777E-07  1.08674605E-06  2.65425459E-07  1.28290249E-06
  11793  0.075135  0.061644  0.068298        1    3.48575801E-09  2.29588325E-07  1.16631070E-07  2.57537873E-07
  11794  0.083044  0.061644  0.068298        1    2.93028559E-08  8.88123166E-08  1.20577399E-07  1.52594869E-07
  11795  0.090952  0.061644  0.068298        1    1.68991677E-07  3.60830992E-08  6.29642269E-09  1.72915649E-07
  11796  0.098861  0.061644  0.068298        1    3.94582393E-07  4.06546347E-07  1.67008127E-07  5.90649568E-07
  11797  0.106770  0.061644  0.068298        1    1.62269369E-07  4.42730071E-07  3.62427569E-07  5.94722630E-07
  11798  0.114679  0.061644  0.068298        1    1.72913882E-07  2.70565718E-07  9.43474502E-07  9.96618861E-07
  11799  0.122588  0.061644  0.068298        1    2.48095028E-06  5.28187219E-08  1.60857684E-07  2.48672059E-06
  11800  0.130497  0.061644  0.068298        1    1.07784245E-06  1.78531728E-06  4.31887448E-07  2.12970160E-06
  11801 -0.055362  0.068493  0.068298        1    1.02042982E-07  2.47678006E-08  2.03967253E-07  2.29409796E-07
  11802 -0.047453  0.068493  0.068298        1    6.12603504E-07  1.22713735E-07  8.71339166E-07  1.07218173E-06
  11803 -0.039545  0.068493  0.068298        1    3.37395680E-07  2.15790940E-07  2.61304834E-06  2.64356260E-06
  11804 -0.031636  0.068493  0.068298        1    2.22033785E-07  9.86096757E-08  1.29494445E-06  1.31753710E-06
  11805 -0.023727  0.068493  0.068298        1    1.12986977E-06  1.63391741E-07  2.64499208E-06  2.88084808E-06
  11806 -0.015818  0.068493  0.068298        1    3.58207436E-07  5.83224119E-07  1.90603902E-07  7.10487711E-07
  11807 -0.007909  0.068493  0.068298        1    5.32734667E-07  2.20224701E-06  2.62588626E-07  2.28093203E-06
  11808 -0.000000  0.068493  0.068298        1    3.15723135E-07  9.00327164E-08  3.95612797E-09  3.28333122E-07
  11809  0.007909  0.068493  0.068298        1    1.20209441E-06  3.91689262E-08  9.51234053E-07  1.53343125E-06
  11810  0.015818  0.068493  0.068298        1    5.38691318E-07  2.94272722E-06  5.04942483E-07  3.03394113E-06
  11811  0.023727  0.068493  0.068298        1    2.51978609E-07  2.83485382E-07  2.07160885E-07  4.32172204E-07
  11812  0.031636  0.068493  0.068298        1    9.53067096E-08  2.28423108E-07  6.86250039E-07  7.29520117E-07
  11813  0.039545  0.068493  0.068298        1    3.99658158E-07  1.23925341E-06  1.97510142E-07  1.31699883E-06
  11814  0.047453  0.068493  0.068298        1    7.01013829E-07  8.41727314E-07  1.38219451E-07  1.10409686E-06
  11815  0.055362  0.068493  0.068298        1    1.09067444E-07  9.32244784E-07  6.20603458E-07  1.12522207E-06
  11816  0.063271  0.068493  0.068298        1    1.96957787E-07  1.92542736E-06  2.90697855E-07  1.95718372E-06
  11817  0.071180  0.068493  0.068298        1    2.80755260E-07  1.79164140E-07  1.61657054E-08  3.33443601E-07
  11818  0.079089  0.068493  0.068298        1    1.56367437E-07  4.70877172E-08  1.83901063E-06  1.84624704E-06
  11819  0.086998  0.068493  0.068298        1    9.22521392E-07  4.68094000E-08  4.87043957E-07  1.04424550E-06
  11820  0.094907  0.068493  0.068298        1    2.40184167E-07  1.02936079E-07  3.02202912E-08  2.63054246E-07
  11821  0.102816  0.068493  0.068298        1    1.08137281E-06  8.25419468E-07  1.97694283E-07  1.37468814E-06
  11822  0.110725  0.068493  0.068298        1    2.28636678E-07  1.14017469E-07  2.15106348E-07  3.33984214E-07
  11823  0.118634  0.068493  0.068298        1    2.13434529E-06  1.01262086E-07  9.32496364E-07  2.33135868E-06
  11824  0.126543  0.068493  0.068298        1    5.45784421E-07  5.15058619E-07  3.36970797E-07  8.22627093E-07
  11825  0.134451  0.068493  0.068298        1    2.72139757E-06  1.15528882E-06  9.63924577E-07  3.10963786E-06
  11826 -0.051408  0.075342  0.068298        1    1.35116862E-06  6.72540454E-07  9.69625520E-08  1.51240505E-06
  11827 -0.043499  0.075342  0.068298        1    1.26010368E-07  1.10925272E-06  4.43289585E-07  1.20117687E-06
  11828 -0.035590  0.075342  0.068298        1    2.30500429E-07  3.54826770E-07  1.52304134E-09  4.23125046E-07
  11829 -0.027681  0.075342  0.068298        1    1.46623679E-07  1.78591991E-07  1.25205277E-06  1.27319667E-06
  11830 -0.019772  0.075342  0.068298        1    2.03658467E-06  5.60186088E-07  7.68295454E-07  2.24761284E-06
  11831 -0.011863  0.075342  0.068298        1    4.60687728E-07  3.38946638E-07  5.80966171E-08  5.74885399E-07
  11832 -0.003954  0.075342  0.068298        1    5.25292298E-07  1.41829023E-07  5.58645800E-07  7.79828571E-07
  11833  0.003954  0.075342  0.068298        1    5.92110327E-09  1.24337065E-06  7.37382805E-07  1.44559297E-06
  11834  0.011863  0.075342  0.068298        1    3.04496401E-07  4.52186402E-07  4.29704010E-08  5.46842807E-07
  11835  0.019772  0.075342  0.068298        1    2.07219750E-06  5.99354378E-08  2.67803728E-08  2.07323707E-06
  11836  0.027681  0.075342  0.068298        1    2.08356774E-07  1.29830262E-06  1.76977142E-06  2.20478868E-06
  11837  0.035590  0.075342  0.068298        1    8.07873971E-07  3.71981259E-07  9.96974696E-08  8.94969271E-07
  11838  0.043499  0.075342  0.068298        1    9.26596146E-07  3.56098641E-07  4.02406254E-07  1.07112906E-06
  11839  0.051408  0.075342  0.068298        1    1.32143645E-06  2.50553154E-07  1.09316262E-06  1.73319811E-06
  11840  0.059317  0.075342  0.068298        1    3.25095315E-07  1.43665600E-06  8.11706453E-07  1.68182484E-06
  11841  0.067226  0.075342  0.068298        1    7.93491469E-08  5.37037539E-07  3.39112791E-07  6.40080535E-07
  11842  0.075135  0.075342  0.068298        1    2.50240576E-07  1.64716056E-07  5.12653293E-07  5.93771946E-07
  11843  0.083044  0.075342  0.068298        1    2.00285810E-07  9.39178248E-07  9.92574246E-07  1.38107705E-06
  11844  0.090952  0.075342  0.068298        1    5.97538830E-08  5.92669298E-07  3.65247883E-07  6.98737032E-07
  11845  0.098861  0.075342  0.068298        1    4.13860175E-07  6.19717014E-08  3.24621234E-08  4.19731493E-07
  11846  0.106770  0.075342  0.068298        1    1.40801822E-08  5.17105915E-07  3.32496656E-07  6.14939676E-07
  11847  0.114679  0.075342  0.068298        1    5.22878709E-07  1.87640564E-06  3.30360511E-07  1.97571211E-06
  11848  0.122588  0.075342  0.068298        1    3.89740833E-07  6.70044623E-07  2.31221060E-07  8.08901040E-07
  11849  0.130497  0.075342  0.068298        1    8.09237382E-07  2.68935712E-07  8.73660743E-08  8.57218985E-07
  11850  0.138406  0.075342  0.068298        1    1.51421827E-07  2.96292932E-07  1.04746821E-07  3.48840892E-07
  11851 -0.047453  0.082192  0.068298        1    4.41312670E-07  1.00423239E-06  3.82718726E-07  1.16177157E-06
  11852 -0.039545  0.082192  0.068298        1    1.37447855E-07  8.02446528E-08  1.98583078E-07  2.54492350E-07
  11853 -0.031636  0.082192  0.068298        1    6.08935914E-08  1.16671508E-06  1.02905280E-06  1.55688207E-06
  11854 -0.023727  0.082192  0.068298        1    6.53562137E-07  2.24813712E-07  3.79026669E-07  7.88254964E-07
  11855 -0.015818  0.082192  0.068298        1    1.90433215E-06  3.70887657E-07  2.80826903E-07  1.96033220E-06
  11856 -0.007909  0.082192  0.068298        1    3.23206136E-07  1.93850525E-08  1.56510873E-07  3.59629865E-07
  11857 -0.000000  0.082192  0.068298        1    2.91646038E-07  4.40689045E-08  3.19279571E-07  4.34671054E-07
  11858  0.007909  0.082192  0.068298        1    4.28476694E-07  7.57999898E-09  3.99380935E-07  5.85794217E-07
  11859  0.015818  0.082192  0.068298        1    9.09643958E-07  9.94331325E-07  1.69226345E-07  1.35822843E-06
  11860  0.023727  0.082192  0.068298        1    3.22755314E-07  5.07826828E-07  8.77269385E-08  6.08074909E-07
  11861  0.031636  0.082192  0.068298        1    2.57826660E-07  2.97704593E-07  8.49582658E-07  9.36425813E-07
  11862  0.039545  0.082192  0.068298        1    5.73136764E-07  5.05832697E-07  5.76480754E-07  9.57435391E-07
  11863  0.047453  0.082192  0.068298        1    8.18487541E-07  6.50259841E-07  2.43886739E-07  1.07342464E-06
  11864  0.055362  0.082192  0.068298        1    5.25504662E-07  2.24434410E-07  1.44435261E-06  1.55328054E-06
  11865  0.063271  0.082192  0.068298        1    5.98738163E-08  2.19554224E-06  5.76010842E-08  2.19711368E-06
  11866  0.071180  0.082192  0.068298        1    3.21184823E-07  7.52909586E-07  3.53917756E-07  8.91790510E-07
  11867  0.079089  0.082192  0.068298        1    3.68960097E-08  3.78078075E-07  3.63024961E-07  5.25444068E-07
  11868  0.086998  0.082192  0.068298        1    8.71246265E-08  2.20138090E-07  1.72483164E-07  2.92919649E-07
  11869  0.094907  0.082192  0.068298        1    2.46416000E-07  2.07567685E-07  4.63469898E-07  5.64455078E-07
  11870  0.102816  0.082192  0.068298        1    8.77820941E-07  8.86918067E-08  1.07891554E-06  1.39373405E-06
  11871  0.110725  0.082192  0.068298        1    1.06378897E-06  3.35925060E-07  2.45784109E-07  1.14232327E-06
  11872  0.118634  0.082192  0.068298        1    1.01802771E-07  2.76392666E-07  3.80169782E-07  4.80921795E-07
  11873  0.126543  0.082192  0.068298        1    6.95340772E-08  6.47015816E-07  1.20375468E-06  1.36838949E-06
  11874  0.134451  0.082192  0.068298        1    3.80830264E-07  2.73576186E-07  7.18778499E-07  8.58206357E-07
  11875  0.142360  0.082192  0.068298        1    4.65480380E-08  1.47546693E-06  4.38669075E-07  1.53999998E-06
  11876 -0.142360 -0.082192  0.079681        1    1.02046750E-08  4.82166927E-07  8.15665302E-08  4.89123890E-07
  11877 -0.134451 -0.082192  0.079681        1    9.46942318E-08  6.16434862E-07  3.37556756E-07  7.09156894E-07
  11878 -0.126543 -0.082192  0.079681        1    9.22132993E-07  1.75046010E-06  4.87124224E-07  2.03757941E-06
  11879 -0.118634 -0.082192  0.079681        1    3.91182455E-07  1.01595073E-07  4.89133891E-07  6.34505505E-07
  11880 -0.110725 -0.082192  0.079681        1    1.09782760E-06  8.00354749E-07  2.22632786E-06  2.60812748E-06
  11881 -0.102816 -0.082192  0.079681        1    2.80059251E-07  2.82961908E-07  9.74635337E-07  1.05281274E-06
  11882 -0.094907 -0.082192  0.079681        1    9.63746042E-07  6.24796821E-07  3.71683686E-09  1.14856054E-06
  11883 -0.086998 -0.082192  0.079681        1    1.13652001E-06  3.33882302E-08  4.30634357E-07  1.21582830E-06
  11884 -0.079089 -0.082192  0.079681        1    7.11582421E-07  4.46037923E-07  3.25570595E-07  9.00719481E-07
  11885 -0.071180 -0.082192  0.079681        1    5.27959948E-07  3.56011962E-07  3.43109373E-06  3.48968342E-06
  11886 -0.063271 -0.082192  0.079681        1    5.83840337E-07  6.46959469E-07  6.94937677E-07  1.11461404E-06
  11887 -0.055362 -0.082192  0.079681        1    4.80118456E-07  3.84178631E-07  1.53882138E-06  1.65712951E-06
  11888 -0.047453 -0.082192  0.079681        1    5.74475223E-09  1.32255680E-07  3.03893339E-07  3.31475080E-07
  11889 -0.039545 -0.082192  0.079681        1    3.37194740E-07  1.64075173E-07  1.21452583E-06  1.27109951E-06
  11890 -0.031636 -0.082192  0.079681        1    7.81328987E-07  1.09565182E-06  5.26404663E-07  1.44500165E-06
  11891 -0.023727 -0.082192  0.079681        1    7.33176264E-07  6.86714452E-07  1.43981927E-06  1.75562060E-06
  11892 -0.015818 -0.082192  0.079681        1    7.57979236E-07  2.31983799E-07  4.01710149E-07  8.88661943E-07
  11893 -0.007909 -0.082192  0.079681        1    1.87464421E-06  8.96065349E-07  2.64640421E-07  2.09457838E-06
  11894  0.000000 -0.082192  0.079681        1    2.05643241E-06  1.70785136E-07  6.09588251E-07  2.15166904E-06
  11895  0.007909 -0.082192  0.079681        1    2.05029641E-07  4.87028827E-07  3.87764788E-07  6.55435552E-07
  11896  0.015818 -0.082192  0.079681        1    7.90544236E-07  2.71536352E-08  9.12036217E-07  1.20727278E-06
  11897  0.023727 -0.082192  0.079681        1    7.51848756E-07  2.01810323E-07  6.02106681E-07  9.84142476E-07
  11898  0.031636 -0.082192  0.079681        1    1.27414866E-06  9.40578218E-07  5.39982441E-07  1.67323735E-06
  11899  0.039545 -0.082192  0.079681        1    3.86711869E-07  3.05504667E-07  1.49345162E-07  5.14959366E-07
  11900  0.047453 -0.082192  0.079681        1    4.12046175E-07  3.11941402E-08  2.14729332E-07  4.65686387E-07
  11901 -0.138406 -0.075342  0.079681        1    3.18838203E-07  1.26011614E-07  1.47096982E-07  3.73060650E-07
  11902 -0.130497 -0.075342  0.079681        1    4.48359842E-09  2.05939706E-07  7.55569909E-09  2.06127033E-07
  11903 -0.122588 -0.075342  0.079681        1    1.89382590E-07  2.11168573E-08  8.82403022E-07  9.02744028E-07
  11904 -0.114679 -0.075342  0.079681        1    1.46750481E-07  7.33582953E-07  1.93810854E-07  7.72814531E-07
  11905 -0.106770 -0.075342  0.079681        1    2.67690034E-07  1.36035808E-06  6.44655413E-08  1.38794376E-06
  11906 -0.098861 -0.075342  0.079681        1    6.22141755E-07  3.95157631E-07  5.63314777E-07  9.27649424E-07
  11907 -0.090952 -0.075342  0.079681        1    7.74717157E-08  9.97448256E-08  4.31054510E-07  4.49175787E-07
  11908 -0.083044 -0.075342  0.079681        1    3.81082725E-08  3.57554233E-07  2.06958646E-06  2.10059168E-06
  11909 -0.075135 -0.075342  0.079681        1    2.46073594E-07  1.03000297E-06  1.79714265E-06  2.08594824E-06
  11910 -0.067226 -0.075342  0.079681        1    2.53542578E-07  4.92191957E-08  1.72745091E-06  1.74665194E-06
  11911 -0.059317 -0.075342  0.079681        1    2.91531243E-07  2.85597194E-07  1.05852397E-07  4.21617069E-07
  11912 -0.051408 -0.075342  0.079681        1    1.14484064E-06  1.17371900E-06  5.72425852E-08  1.64059535E-06
  11913 -0.043499 -0.075342  0.079681        1    3.89557016E-07  9.93840539E-08  1.89061342E-07  4.44270244E-07
  11914 -0.035590 -0.075342  0.079681        1    5.37366517E-09  3.90061966E-08  3.79991546E-08  5.47201553E-08
  11915 -0.027681 -0.075342  0.079681        1    5.03617920E-07  2.06816707E-07  8.18869309E-07  9.83336720E-07
  11916 -0.019772 -0.075342  0.079681        1    1.19486297E-06  1.60849002E-06  1.09503123E-06  2.28342529E-06
  11917 -0.011863 -0.075342  0.079681        1    6.56949485E-08  2.03075877E-07  1.99090477E-07  2.91877810E-07
  11918 -0.003954 -0.075342  0.079681        1    1.34814236E-07  5.00955548E-07  1.48223195E-06  1.57039578E-06
  11919  0.003954 -0.075342  0.079681        1    5.68427925E-07  1.69635224E-08  2.40610224E-07  6.17487933E-07
  11920  0.011863 -0.075342  0.079681        1    3.09587278E-07  2.79849911E-08  1.57618318E-06  1.60654314E-06
  11921  0.019772 -0.075342  0.079681        1    6.75420116E-08  2.04740209E-07  1.13261463E-08  2.15890616E-07
  11922  0.027681 -0.075342  0.079681        1    2.27671381E-08  2.10232376E-06  2.49355656E-07  2.11718251E-06
  11923  0.035590 -0.075342  0.079681        1    2.29356188E-06  7.64520572E-07  4.54798942E-07  2.46003249E-06
  11924  0.043499 -0.075342  0.079681        1    3.17176267E-07  1.91419743E-07  2.03367655E-07  4.22611767E-07
  11925  0.051408 -0.075342  0.079681        1    5.83283888E-07  1.17615076E-07  9.03106317E-07  1.08150563E-06
  11926 -0.134451 -0.068493  0.079681        1    5.94946377E-08  8.66676497E-08  1.24953593E-06  1.25395013E-06
  11927 -0.126543 -0.068493  0.079681        1    5.74395019E-07  1.78762182E-07  2.07840074E-08  6.01928177E-07
  11928 -0.118634 -0.068493  0.079681        1    1.99891297E-07  3.32279075E-07  3.89237603E-07  5.49428636E-07
  11929 -0.110725 -0.068493  0.079681        1    6.44449579E-07  1.54063208E-06  1.49792246E-07  1.67669323E-06
  11930 -0.102816 -0.068493  0.079681        1    4.19271054E-07  3.13625712E-07  4.98678944E-07  7.23069840E-07
  11931 -0.094907 -0.068493  0.079681        1    3.31565454E-07  6.80633762E-07  2.10430307E-07  7.85798245E-07
  11932 -0.086998 -0.068493  0.079681        1    2.30535528E-07  3.05677858E-07  1.85683628E-08  3.83314970E-07
  11933 -0.079089 -0.068493  0.079681        1    1.21241073E-07  4.18437541E-07  1.07689267E-06  1.16167431E-06
  11934 -0.071180 -0.068493  0.079681        1    5.66759963E-07  2.00252054E-07  1.07703205E-07  6.10669895E-07
  11935 -0.063271 -0.068493  0.079681        1    2.95672681E-07  2.62994857E-07  4.32357561E-07  5.86107234E-07
  11936 -0.055362 -0.068493  0.079681        1    3.34137028E-07  3.38011408E-07  3.49786389E-07  5.90126922E-07
  11937 -0.047453 -0.068493  0.079681        1    1.52952805E-06  1.73785907E-06  3.20176940E-07  2.33711862E-06
  11938 -0.039545 -0.068493  0.079681        1    8.02971222E-07  1.57358489E-07  4.68807100E-07  9.43029467E-07
  11939 -0.031636 -0.068493  0.079681        1    1.08161930E-07  1.08641820E-07  5.87811371E-07  6.07473667E-07
  11940 -0.023727 -0.068493  0.079681        1    9.02629214E-07  2.65818234E-07  1.40133628E-07  9.51333940E-07
  11941 -0.015818 -0.068493  0.079681        1    6.84138697E-07  5.79341255E-07  7.63830828E-08  8.99731305E-07
  11942 -0.007909 -0.068493  0.079681        1    1.72714158E-06  2.11266971E-07  1.66434654E-06  2.40784160E-06
  11943  0.000000 -0.068493  0.079681        1    8.49186709E-07  3.43985071E-07  8.86534630E-07  1.27490684E-06
  11944  0.007909 -0.068493  0.079681        1    2.17633578E-07  1.30851022E-07  1.99798987E-06  2.01406303E-06
  11945  0.015818 -0.068493  0.079681        1    1.45392898E-06  1.86504177E-06  7.06183381E-08  2.36585656E-06
  11946  0.023727 -0.068493  0.079681        1    2.14150166E-07  5.32455975E-07  5.03356933E-09  5.73929434E-07
  11947  0.031636 -0.068493  0.079681        1    4.54487415E-07  6.79795087E-07  1.50325521E-06  1.71127333E-06
  11948  0.039545 -0.068493  0.079681        1    3.30281903E-07  3.02182378E-07  1.50539705E-09  4.47663480E-07
  11949  0.047453 -0.068493  0.079681        1    8.78834726E-09  1.45889996E-07  8.98045470E-07  9.09860864E-07
  11950  0.055362 -0.068493  0.079681        1    1.39890428E-07  7.90129773E-07  1.04097860E-06  1.31434806E-06
  11951 -0.130497 -0.061644  0.079681        1    6.44743941E-07  1.29697435E-06  4.92943079E-08  1.44922984E-06
  11952 -0.122588 -0.061644  0.079681        1    6.72611720E-08  2.57256572E-07  7.55335489E-08  2.76424178E-07
  11953 -0.114679 -0.061644  0.079681        1    1.57122608E-06  4.47483696E-07  1.13089076E-07  1.63761478E-06
  11954 -0.106770 -0.061644  0.079681        1    8.25238612E-07  6.22689494E-08  3.25167727E-07  8.89173908E-07
  11955 -0.098861 -0.061644  0.079681        1    4.97878879E-07  1.99523778E-07  2.89767525E-07  6.09637871E-07
  11956 -0.090952 -0.061644  0.079681        1    4.31341238E-08  3.12314370E-08  1.12872587E-07  1.24804552E-07
  11957 -0.083044 -0.061644  0.079681        1    6.62688473E-08  4.28835862E-07  1.28244444E-06  1.35386686E-06
  11958 -0.075135 -0.061644  0.079681        1    6.83202162E-08  1.36885731E-07  1.16691474E-06  1.17690075E-06
  11959 -0.067226 -0.061644  0.079681        1    5.13544708E-07  1.17104600E-07  5.49285128E-07  7.61022868E-07
  11960 -0.059317 -0.061644  0.079681        1    8.45227692E-07  5.36402339E-07  6.49724126E-08  1.00317433E-06
  11961 -0.051408 -0.061644  0.079681        1    2.94693562E-07  7.65554802E-07  1.05196766E-07  8.27033741E-07
  11962 -0.043499 -0.061644  0.079681        1    6.23089651E-08  7.33370327E-08  1.17558701E-07  1.51923585E-07
  11963 -0.035590 -0.061644  0.079681        1    2.52173022E-07  7.07694167E-08  7.50769135E-07  7.95143910E-07
  11964 -0.027681 -0.061644  0.079681        1    7.08600104E-07  5.65072113E-07  5.73349589E-07  1.07245063E-06
  11965 -0.019772 -0.061644  0.079681        1    2.56957217E-06  2.13087114E-08  5.32610388E-07  2.62427685E-06
  11966 -0.011863 -0.061644  0.079681        1    3.75759302E-07  8.14765518E-07  8.37249495E-07  1.22720195E-06
  11967 -0.003954 -0.061644  0.079681        1    6.29289858E-07  6.66216572E-07  2.98971968E-08  9.16920982E-07
  11968  0.003954 -0.061644  0.079681        1    1.20917097E-08  2.27032045E-08  6.30813116E-07  6.31337336E-07
  11969  0.011863 -0.061644  0.079681        1    1.90390099E-06  1.21857903E-06  1.47540257E-06  2.69936781E-06
  11970  0.019772 -0.061644  0.079681        1    8.35345043E-07  2.18052729E-06  1.52169243E-07  2.34001198E-06
  11971  0.027681 -0.061644  0.079681        1    3.16505693E-08  1.75553213E-07  7.65611192E-07  7.86117795E-07
  11972  0.035590 -0.061644  0.079681        1    1.19986731E-07  2.82539039E-07  1.01682724E-06  1.06215006E-06
  11973  0.043499 -0.061644  0.079681        1    1.34116830E-07  5.02049364E-07  2.87841274E-07  5.94048388E-07
  11974  0.051408 -0.061644  0.079681        1    1.24489977E-06  9.42927130E-08  8.43545931E-07  1.50673033E-06
  11975  0.059317 -0.061644  0.079681        1    4.08859854E-07  3.37787019E-07  2.96167497E-08  5.31171914E-07
  11976 -0.126543 -0.054795  0.079681        1    1.98226399E-07  4.36146213E-08  6.59915635E-08  2.13426397E-07
  11977 -0.118634 -0.054795  0.079681        1    2.28289900E-06  1.36236953E-07  8.01432868E-07  2.42332065E-06
  11978 -0.110725 -0.054795  0.079681        1    3.37643958E-07  3.45696736E-08  9.22636852E-07  9.83085584E-07
  11979 -0.102816 -0.054795  0.079681        1    2.55893324E-06  2.52809092E-06  2.96663844E-07  3.60934792E-06
  11980 -0.094907 -0.054795  0.079681        1    9.55764216E-08  5.17335863E-07  4.05844274E-07  6.64440232E-07
