#    iq    q_x        q_y      q_x          qw       Re(S_xx)        Re(S_yy)        Re(S_zz)         |S|      
   8814 -0.031636 -0.068493  0.022766        1    1.08745992E-07  9.33025976E-07  4.12153022E-08  9.40245640E-07
   8815 -0.023727 -0.068493  0.022766        1    2.07734834E-07  7.45830508E-08  1.14839440E-06  1.16941271E-06
   8816 -0.015818 -0.068493  0.022766        1    5.76487449E-08  6.62874915E-08  7.95320118E-07  8.00157172E-07
   8817 -0.007909 -0.068493  0.022766        1    2.04811397E-08  4.23554854E-09  6.14472862E-07  6.14828687E-07
   8818  0.000000 -0.068493  0.022766        1    3.26037036E-07  5.09098807E-07  1.17781082E-06  1.32390334E-06
   8819  0.007909 -0.068493  0.022766        1    1.17900572E-07  4.24222493E-07  1.21392771E-06  1.29131164E-06
   8820  0.015818 -0.068493  0.022766        1    1.38796087E-06  3.46339239E-08  1.69445133E-07  1.39869458E-06
   8821  0.023727 -0.068493  0.022766        1    1.48919475E-06  5.81710284E-08  5.68665315E-07  1.59513796E-06
   8822  0.031636 -0.068493  0.022766        1    1.26653169E-07  1.36452202E-07  9.98435412E-07  1.01564438E-06
   8823  0.039545 -0.068493  0.022766        1    4.28617552E-08  7.02865492E-07  2.24260435E-07  7.39019467E-07
   8824  0.047453 -0.068493  0.022766        1    1.52132726E-07  2.28816731E-07  2.62036739E-07  3.79690288E-07
   8825  0.055362 -0.068493  0.022766        1    4.12241652E-07  1.61053041E-07  1.86032958E-07  4.80093244E-07
   8826 -0.130497 -0.061644  0.022766        1    8.67037599E-07  6.79232700E-07  1.66888051E-06  1.99956830E-06
   8827 -0.122588 -0.061644  0.022766        1    1.08070226E-07  6.40073478E-07  7.02235533E-07  9.56299103E-07
   8828 -0.114679 -0.061644  0.022766        1    1.95077893E-06  1.80689375E-06  7.18798989E-07  2.75446464E-06
   8829 -0.106770 -0.061644  0.022766        1    1.91048099E-06  2.22775886E-07  4.16502671E-07  1.96800436E-06
   8830 -0.098861 -0.061644  0.022766        1    5.45974158E-07  2.31614244E-07  1.54124007E-06  1.65140967E-06
   8831 -0.090952 -0.061644  0.022766        1    4.25132421E-07  1.14588911E-06  5.66924938E-07  1.34729482E-06
   8832 -0.083044 -0.061644  0.022766        1    8.72654411E-09  3.74829297E-06  6.78243058E-08  3.74891671E-06
   8833 -0.075135 -0.061644  0.022766        1    7.64984529E-07  4.25670120E-08  3.11134181E-07  8.26932741E-07
   8834 -0.067226 -0.061644  0.022766        1    8.56787983E-07  1.87012250E-08  3.78198480E-07  9.36733407E-07
   8835 -0.059317 -0.061644  0.022766        1    1.83620722E-08  3.92052191E-08  1.10001320E-07  1.18213812E-07
   8836 -0.051408 -0.061644  0.022766        1    1.35580740E-06  4.25132537E-07  3.92268476E-07  1.47405086E-06
   8837 -0.043499 -0.061644  0.022766        1    1.19107588E-07  1.12815508E-06  2.27071971E-06  2.53832396E-06
   8838 -0.035590 -0.061644  0.022766        1    1.26465993E-08  6.88702833E-07  2.20445858E-07  7.23234336E-07
   8839 -0.027681 -0.061644  0.022766        1    2.47879674E-07  1.72920365E-06  1.72983595E-07  1.75542386E-06
   8840 -0.019772 -0.061644  0.022766        1    3.68359547E-07  2.87163551E-07  3.31697047E-08  4.68243409E-07
   8841 -0.011863 -0.061644  0.022766        1    3.12449377E-07  4.03996634E-07  6.87275430E-09  5.10769153E-07
   8842 -0.003954 -0.061644  0.022766        1    3.94257075E-07  1.27008550E-07  3.42107115E-07  5.37221640E-07
   8843  0.003954 -0.061644  0.022766        1    5.17254731E-07  2.67451126E-07  1.28586050E-06  1.41156643E-06
   8844  0.011863 -0.061644  0.022766        1    2.68417132E-07  1.00181970E-07  1.11384475E-06  1.15010187E-06
   8845  0.019772 -0.061644  0.022766        1    2.13247799E-07  3.18451643E-08  8.28847370E-07  8.56432543E-07
   8846  0.027681 -0.061644  0.022766        1    1.26852499E-06  1.15304181E-06  1.09143670E-06  2.03221434E-06
   8847  0.035590 -0.061644  0.022766        1    4.28156917E-08  1.77292848E-06  5.85872827E-07  1.86771399E-06
   8848  0.043499 -0.061644  0.022766        1    6.42862238E-08  1.35822395E-07  2.93040270E-07  3.29322093E-07
   8849  0.051408 -0.061644  0.022766        1    7.75513512E-07  2.58607942E-07  3.52451239E-07  8.90236570E-07
   8850  0.059317 -0.061644  0.022766        1    1.04386026E-08  1.35182598E-06  1.34368631E-06  1.90605229E-06
   8851 -0.126543 -0.054795  0.022766        1    3.29484801E-07  9.24663068E-07  7.25011487E-07  1.22032933E-06
   8852 -0.118634 -0.054795  0.022766        1    3.73918079E-07  2.62490196E-07  3.42217336E-07  5.70813926E-07
   8853 -0.110725 -0.054795  0.022766        1    5.55443857E-07  1.93362877E-06  7.87825608E-07  2.16058031E-06
   8854 -0.102816 -0.054795  0.022766        1    2.27103907E-07  7.72732897E-08  6.30796872E-08  2.48045142E-07
   8855 -0.094907 -0.054795  0.022766        1    6.28607645E-07  6.37194503E-07  3.14337601E-07  9.48668822E-07
   8856 -0.086998 -0.054795  0.022766        1    1.18731801E-06  1.35110047E-06  4.32575694E-08  1.79918531E-06
   8857 -0.079089 -0.054795  0.022766        1    5.85233881E-07  8.24139170E-08  1.14640810E-07  6.02024306E-07
   8858 -0.071180 -0.054795  0.022766        1    1.09234682E-07  8.56177797E-07  9.80555547E-07  1.30631612E-06
   8859 -0.063271 -0.054795  0.022766        1    7.81214155E-07  2.37818524E-07  3.95858816E-07  9.07500638E-07
   8860 -0.055362 -0.054795  0.022766        1    1.81813614E-07  3.78974791E-07  2.02397738E-07  4.66522162E-07
   8861 -0.047453 -0.054795  0.022766        1    7.58219838E-07  6.40557993E-07  6.77649038E-09  9.92601524E-07
   8862 -0.039545 -0.054795  0.022766        1    1.00561163E-06  6.51113727E-07  1.19164071E-08  1.19805919E-06
   8863 -0.031636 -0.054795  0.022766        1    6.36703383E-07  1.69785513E-08  2.30507965E-07  6.77357654E-07
   8864 -0.023727 -0.054795  0.022766        1    7.22275085E-07  1.02170550E-09  6.53753148E-07  9.74205071E-07
   8865 -0.015818 -0.054795  0.022766        1    5.93152820E-07  1.74495102E-06  3.30681786E-07  1.87244086E-06
   8866 -0.007909 -0.054795  0.022766        1    2.54456089E-07  6.22182287E-07  8.42152066E-07  1.07753367E-06
   8867  0.000000 -0.054795  0.022766        1    1.44864236E-07  8.42781525E-07  1.23666569E-07  8.64036901E-07
   8868  0.007909 -0.054795  0.022766        1    6.88054360E-07  1.38216330E-08  1.42679998E-08  6.88341060E-07
   8869  0.015818 -0.054795  0.022766        1    4.49665755E-07  4.27926267E-07  6.75204699E-07  9.17181316E-07
   8870  0.023727 -0.054795  0.022766        1    8.51150962E-07  1.89954630E-07  4.23349520E-09  8.72100134E-07
   8871  0.031636 -0.054795  0.022766        1    4.56943128E-08  6.08052736E-09  1.60230843E-07  1.66729920E-07
   8872  0.039545 -0.054795  0.022766        1    1.27123590E-06  1.52663059E-07  1.87987218E-07  1.29409656E-06
   8873  0.047453 -0.054795  0.022766        1    4.61554911E-08  3.80719357E-07  1.68778541E-06  1.73080823E-06
   8874  0.055362 -0.054795  0.022766        1    3.37999106E-06  3.67839900E-07  7.72012215E-07  3.48649518E-06
   8875  0.063271 -0.054795  0.022766        1    1.06375152E-06  1.07332978E-07  1.18024034E-07  1.07564741E-06
   8876 -0.122588 -0.047945  0.022766        1    4.12157436E-07  5.79941945E-07  7.69522761E-07  1.04803230E-06
   8877 -0.114679 -0.047945  0.022766        1    1.06760167E-06  3.06733324E-07  2.10848392E-08  1.11099200E-06
   8878 -0.106770 -0.047945  0.022766        1    4.61651817E-07  1.12872776E-06  1.33549602E-06  1.80850722E-06
   8879 -0.098861 -0.047945  0.022766        1    7.73724355E-07  9.30684459E-07  1.17842295E-07  1.21602210E-06
   8880 -0.090952 -0.047945  0.022766        1    2.50213030E-07  2.76924539E-07  2.01410929E-07  4.24099190E-07
   8881 -0.083044 -0.047945  0.022766        1    1.47636870E-07  1.28785537E-07  3.56556569E-07  4.06835282E-07
   8882 -0.075135 -0.047945  0.022766        1    7.41806573E-07  9.30807804E-07  8.66859802E-07  1.47245580E-06
   8883 -0.067226 -0.047945  0.022766        1    3.17725689E-07  5.45292759E-07  1.13050438E-06  1.29473316E-06
   8884 -0.059317 -0.047945  0.022766        1    1.39215700E-07  3.23281771E-06  1.86400045E-07  3.24117823E-06
   8885 -0.051408 -0.047945  0.022766        1    4.14973043E-07  2.96053002E-07  1.52396786E-06  1.60696236E-06
   8886 -0.043499 -0.047945  0.022766        1    2.38750879E-08  1.51999872E-06  5.45040175E-07  1.61494115E-06
   8887 -0.035590 -0.047945  0.022766        1    3.14209975E-07  5.08282237E-07  1.61220439E-07  6.18927112E-07
   8888 -0.027681 -0.047945  0.022766        1    1.22819566E-08  1.15810124E-07  6.25657615E-07  6.36404181E-07
   8889 -0.019772 -0.047945  0.022766        1    1.35682526E-06  9.17619562E-07  3.01589669E-07  1.66551997E-06
   8890 -0.011863 -0.047945  0.022766        1    5.29729811E-08  1.36043637E-06  6.95911431E-08  1.36324472E-06
   8891 -0.003954 -0.047945  0.022766        1    1.50062213E-08  7.46133722E-07  5.67487941E-07  9.37541082E-07
   8892  0.003954 -0.047945  0.022766        1    3.21366783E-07  2.18068450E-07  1.88012759E-07  4.31484943E-07
   8893  0.011863 -0.047945  0.022766        1    1.04191666E-06  9.62430102E-08  4.24167602E-07  1.12905766E-06
   8894  0.019772 -0.047945  0.022766        1    6.39409823E-07  6.71413998E-07  1.01289930E-06  1.37317394E-06
   8895  0.027681 -0.047945  0.022766        1    1.72562327E-07  3.15895730E-08  1.00154213E-07  2.02006248E-07
   8896  0.035590 -0.047945  0.022766        1    6.10078503E-07  2.47184313E-06  1.75338123E-07  2.55204775E-06
   8897  0.043499 -0.047945  0.022766        1    6.53618618E-09  1.25894520E-07  4.06716597E-07  4.25805757E-07
   8898  0.051408 -0.047945  0.022766        1    1.97604851E-06  1.01060438E-07  7.26882285E-07  2.10792286E-06
   8899  0.059317 -0.047945  0.022766        1    3.33212529E-07  1.14023526E-06  7.80878876E-08  1.19048929E-06
   8900  0.067226 -0.047945  0.022766        1    3.57681434E-07  6.11597617E-07  1.50560892E-06  1.66398494E-06
   8901 -0.118634 -0.041096  0.022766        1    1.04053246E-07  2.38230932E-06  7.56501127E-07  2.50170317E-06
   8902 -0.110725 -0.041096  0.022766        1    3.51954117E-07  6.41824092E-09  3.48700726E-07  4.95484702E-07
   8903 -0.102816 -0.041096  0.022766        1    1.06794326E-07  6.73716257E-07  2.54813375E-06  2.63785599E-06
   8904 -0.094907 -0.041096  0.022766        1    2.77705616E-07  5.79056883E-08  3.89019545E-07  4.81466182E-07
   8905 -0.086998 -0.041096  0.022766        1    6.25017779E-08  5.43896020E-07  4.18560767E-07  6.89146188E-07
   8906 -0.079089 -0.041096  0.022766        1    6.83973878E-08  2.99105772E-07  6.66388919E-07  7.33632508E-07
   8907 -0.071180 -0.041096  0.022766        1    1.38863494E-07  1.15841447E-06  1.86671339E-07  1.18154701E-06
   8908 -0.063271 -0.041096  0.022766        1    1.14591384E-07  2.19890615E-07  3.99767767E-07  4.70422508E-07
   8909 -0.055362 -0.041096  0.022766        1    1.05623076E-06  7.40788634E-07  6.97636461E-07  1.46665874E-06
   8910 -0.047453 -0.041096  0.022766        1    8.41018777E-09  5.64343089E-07  4.59441988E-07  7.27764243E-07
   8911 -0.039545 -0.041096  0.022766        1    7.17919503E-07  4.58182690E-07  2.86755438E-07  8.98648135E-07
   8912 -0.031636 -0.041096  0.022766        1    2.34240909E-06  1.80649844E-07  2.12633071E-06  3.16872166E-06
   8913 -0.023727 -0.041096  0.022766        1    2.49810433E-07  4.49179338E-07  8.23201132E-07  9.70477941E-07
   8914 -0.015818 -0.041096  0.022766        1    5.06612316E-07  8.25400768E-07  1.06639009E-07  9.74327638E-07
   8915 -0.007909 -0.041096  0.022766        1    1.40733194E-08  3.58496286E-07  1.29886043E-06  1.34749993E-06
   8916  0.000000 -0.041096  0.022766        1    2.50177269E-07  1.16590119E-06  5.92322729E-07  1.33145051E-06
   8917  0.007909 -0.041096  0.022766        1    2.56168238E-07  6.09459915E-07  3.61850641E-07  7.53657376E-07
   8918  0.015818 -0.041096  0.022766        1    2.28635684E-07  1.68254569E-06  6.72528732E-07  1.82634312E-06
   8919  0.023727 -0.041096  0.022766        1    1.21667264E-06  2.61625706E-07  2.31651500E-09  1.24448611E-06
   8920  0.031636 -0.041096  0.022766        1    1.85931105E-07  8.87194595E-08  8.51200507E-07  8.75776125E-07
   8921  0.039545 -0.041096  0.022766        1    8.42224583E-07  1.49393810E-06  2.87953825E-07  1.73899704E-06
   8922  0.047453 -0.041096  0.022766        1    1.17372528E-07  9.81571971E-07  4.81170216E-07  1.09944742E-06
   8923  0.055362 -0.041096  0.022766        1    1.24751616E-07  1.78075348E-07  1.83105221E-06  1.84391594E-06
   8924  0.063271 -0.041096  0.022766        1    9.54543465E-07  9.26655743E-08  6.95876163E-07  1.18489821E-06
   8925  0.071180 -0.041096  0.022766        1    6.14136527E-07  2.11657197E-07  4.95744690E-08  6.51475304E-07
   8926 -0.114679 -0.034247  0.022766        1    1.69075680E-07  9.49605006E-07  8.58509888E-08  9.68352542E-07
   8927 -0.106770 -0.034247  0.022766        1    1.01078017E-06  1.21572110E-06  7.90898587E-07  1.76781643E-06
   8928 -0.098861 -0.034247  0.022766        1    4.13283250E-07  9.10125174E-08  5.84845193E-07  7.21893498E-07
   8929 -0.090952 -0.034247  0.022766        1    6.10290355E-07  3.16516106E-07  3.55570378E-07  7.73994222E-07
   8930 -0.083044 -0.034247  0.022766        1    4.66355623E-07  8.30196860E-07  1.40574757E-07  9.62536054E-07
   8931 -0.075135 -0.034247  0.022766        1    3.14103315E-07  4.65218142E-08  6.42789686E-07  7.16940549E-07
   8932 -0.067226 -0.034247  0.022766        1    4.02118892E-07  3.72401025E-07  3.22917883E-08  5.49021754E-07
   8933 -0.059317 -0.034247  0.022766        1    1.23967529E-06  2.46111352E-07  1.51687504E-07  1.27293940E-06
   8934 -0.051408 -0.034247  0.022766        1    1.20271209E-06  3.83021756E-07  1.94577342E-07  1.27713835E-06
   8935 -0.043499 -0.034247  0.022766        1    7.58026363E-07  1.05644359E-06  3.23383685E-08  1.30066244E-06
   8936 -0.035590 -0.034247  0.022766        1    1.34686612E-06  4.30587892E-08  8.71300873E-07  1.60470172E-06
   8937 -0.027681 -0.034247  0.022766        1    5.62272579E-07  3.22185966E-07  2.00506611E-07  6.78348842E-07
   8938 -0.019772 -0.034247  0.022766        1    1.42865972E-06  7.36868903E-07  7.53810772E-07  1.77546474E-06
   8939 -0.011863 -0.034247  0.022766        1    2.09505584E-07  4.09357634E-07  2.24751669E-07  5.11839404E-07
   8940 -0.003954 -0.034247  0.022766        1    2.26216316E-07  7.19573048E-08  7.00475910E-08  2.47504223E-07
   8941  0.003954 -0.034247  0.022766        1    2.28838894E-07  1.34436502E-06  3.80205405E-08  1.36423243E-06
   8942  0.011863 -0.034247  0.022766        1    3.65984650E-08  2.54275224E-06  1.29910198E-06  2.85562503E-06
   8943  0.019772 -0.034247  0.022766        1    2.65428933E-07  1.30358974E-07  1.43422149E-07  3.28657715E-07
   8944  0.027681 -0.034247  0.022766        1    1.37190022E-07  1.89162881E-07  9.75811928E-07  1.00340053E-06
   8945  0.035590 -0.034247  0.022766        1    5.79172894E-07  4.19117723E-08  3.76711117E-07  6.92177075E-07
   8946  0.043499 -0.034247  0.022766        1    4.26237807E-08  3.12769248E-07  1.18300124E-07  3.37099849E-07
   8947  0.051408 -0.034247  0.022766        1    1.77818114E-07  6.71410039E-07  5.38979610E-07  8.79152855E-07
   8948  0.059317 -0.034247  0.022766        1    1.47146593E-07  1.95428415E-06  2.99597211E-07  1.98258345E-06
   8949  0.067226 -0.034247  0.022766        1    6.25752908E-07  2.87414652E-07  3.89526164E-08  6.89703698E-07
   8950  0.075135 -0.034247  0.022766        1    8.93841859E-07  5.44730477E-07  9.10063740E-08  1.05069821E-06
   8951 -0.110725 -0.027397  0.022766        1    8.86022862E-07  1.24933679E-06  1.22148933E-07  1.53648927E-06
   8952 -0.102816 -0.027397  0.022766        1    2.35861947E-07  1.09902041E-07  1.76254242E-07  3.14284703E-07
   8953 -0.094907 -0.027397  0.022766        1    6.89047454E-07  2.78681523E-07  3.84602739E-08  7.44264052E-07
   8954 -0.086998 -0.027397  0.022766        1    2.07433687E-07  5.10633622E-08  7.51745266E-07  7.81509531E-07
   8955 -0.079089 -0.027397  0.022766        1    5.88197345E-07  1.59416378E-07  1.48582152E-07  6.27268965E-07
   8956 -0.071180 -0.027397  0.022766        1    2.91536325E-07  8.83886834E-07  4.08035576E-07  1.01623934E-06
   8957 -0.063271 -0.027397  0.022766        1    3.64122909E-07  3.45943294E-07  2.41094306E-07  5.57125408E-07
   8958 -0.055362 -0.027397  0.022766        1    1.35161009E-06  5.89914365E-08  5.60209122E-07  1.46429645E-06
   8959 -0.047453 -0.027397  0.022766        1    6.79303623E-08  1.86383866E-07  6.11066707E-07  6.42460894E-07
   8960 -0.039545 -0.027397  0.022766        1    1.18233722E-06  6.30294149E-07  7.16398010E-08  1.34176163E-06
   8961 -0.031636 -0.027397  0.022766        1    7.39076074E-07  8.51269003E-07  1.34956590E-07  1.13538788E-06
   8962 -0.023727 -0.027397  0.022766        1    3.14240074E-07  1.46472837E-06  1.27001907E-07  1.50343124E-06
   8963 -0.015818 -0.027397  0.022766        1    2.44277532E-08  1.80743422E-06  5.16872839E-07  1.88004593E-06
   8964 -0.007909 -0.027397  0.022766        1    3.73578767E-07  7.04656977E-08  9.40151254E-08  3.91618888E-07
   8965  0.000000 -0.027397  0.022766        1    7.34389292E-08  1.18307149E-07  4.93229170E-07  5.12508412E-07
   8966  0.007909 -0.027397  0.022766        1    2.72637007E-07  2.48975778E-07  9.44273452E-08  3.81098937E-07
   8967  0.015818 -0.027397  0.022766        1    5.62180200E-07  5.30128782E-07  1.93192843E-06  2.08072837E-06
   8968  0.023727 -0.027397  0.022766        1    2.71897454E-08  2.96060220E-07  2.34502072E-07  3.78658366E-07
   8969  0.031636 -0.027397  0.022766        1    4.22921267E-07  1.44323038E-07  1.05639712E-06  1.14702502E-06
   8970  0.039545 -0.027397  0.022766        1    8.10974769E-07  2.85883510E-07  5.59260146E-07  1.02575892E-06
   8971  0.047453 -0.027397  0.022766        1    5.09399821E-07  5.25277006E-09  1.15789587E-07  5.22420327E-07
